date,client_id,itme_id,count,price_per_item,total_cost
2023-06-23,41,4,194.96,217.44,783.12
2023-02-26,62,67,169.0,106.61,179.24
2023-10-02,36,65,30.53,160.68,18622.0
2023-02-14,27,46,33.29,411.86,17484.95
2023-01-26,78,8,188.45,178.81,13691.89
2023-09-08,76,62,364.75,215.46,2237.58
2023-04-06,81,83,432.7,350.44,8016.09
2023-09-03,60,41,412.01,77.23,13526.78
2023-03-26,100,14,364.34,443.46,3680.49
2023-02-23,7,5,49.53,104.42,5572.14
2023-01-30,88,7,359.41,350.78,3453.8
2023-05-28,13,20,389.79,87.75,44051.53
2023-11-11,69,78,41.34,209.7,3794.65
2023-04-12,2,72,254.93,235.13,22801.91
2023-08-10,77,69,62.78,342.99,29102.59
2023-03-11,76,88,148.71,150.79,11257.55
2023-12-19,92,4,213.59,182.53,3092.72
2023-05-30,44,47,27.77,347.2,44792.36
2023-07-02,83,76,32.27,220.13,22669.3
2023-05-18,29,65,318.61,224.95,21441.3
2023-06-26,94,34,123.12,277.45,5131.36
2023-03-10,78,1,463.68,69.97,15728.99
2023-09-25,97,30,107.11,105.51,2525.19
2023-01-16,52,47,211.5,376.65,27668.44
2023-06-24,19,18,131.58,272.11,2306.05
2023-05-08,15,31,59.96,171.97,15204.34
2023-08-21,76,97,218.07,163.41,3502.11
2023-10-14,66,41,229.3,355.4,3161.47
2023-11-23,78,91,333.81,333.9,33688.42
2023-10-15,56,69,429.84,261.44,1410.23
2023-07-31,94,34,179.58,353.34,19786.53
2023-08-14,90,65,163.26,39.87,34094.43
2023-10-13,54,10,404.33,486.45,10832.99
2023-12-19,19,100,137.1,262.53,2598.06
2023-03-26,80,68,279.05,217.24,14025.08
2023-02-10,85,24,410.71,117.41,21375.79
2023-04-22,95,37,94.19,219.25,659.95
2023-06-04,76,26,130.71,340.25,4990.81
2023-05-18,7,45,239.17,255.22,13891.69
2023-10-12,7,42,178.48,29.98,4356.1
2023-06-25,90,28,133.13,328.68,47951.72
2023-04-07,69,80,481.98,283.84,32590.04
2023-09-05,21,39,194.01,152.23,2746.19
2023-08-01,97,49,330.73,73.16,21564.13
2023-03-26,1,49,464.15,131.33,14838.24
2023-06-07,53,73,160.0,125.88,13692.3
2023-01-29,22,59,267.13,206.38,25788.16
2023-08-20,86,39,79.74,271.72,2587.29
2023-02-10,73,94,437.5,247.03,3270.83
2023-03-30,71,46,372.44,377.25,5781.47
2023-03-29,21,45,384.09,315.74,12107.13
2023-05-30,41,56,426.56,239.62,7792.59
2023-01-30,88,46,418.96,105.53,25674.15
2023-11-21,45,38,26.3,101.95,23834.81
2023-02-08,88,77,296.85,151.32,9872.31
2023-07-28,16,27,191.81,215.39,3137.78
2023-10-10,39,3,69.43,171.23,24781.85
2023-12-05,9,22,441.45,68.16,395.23
2023-12-18,48,37,158.87,495.5,5801.54
2023-08-17,68,11,356.08,15.99,411.31
2023-03-13,48,63,123.13,238.83,10060.2
2023-01-09,57,50,125.18,451.15,6564.47
2023-05-03,10,23,38.04,484.71,22329.13
2023-10-12,52,91,302.17,349.82,22060.65
2023-10-16,57,17,245.1,41.49,1832.0
2023-05-02,27,35,140.14,374.74,18758.53
2023-12-25,75,48,488.07,11.85,90.92
2023-11-13,89,38,241.88,141.64,9663.96
2023-09-26,1,3,313.68,446.75,15274.43
2023-09-05,36,9,454.97,395.4,12520.3
2023-11-05,52,16,70.65,404.26,2000.64
2023-12-23,84,38,147.03,62.62,23431.1
2023-05-10,12,54,451.69,304.09,11702.54
2023-08-03,47,68,378.79,165.07,12758.38
2023-12-31,69,21,151.43,277.07,6513.77
2023-03-04,85,98,495.16,272.86,8656.09
2023-05-11,78,66,325.88,64.74,1280.87
2023-07-05,84,13,381.78,267.69,15584.83
2023-07-01,67,29,138.68,286.44,2288.67
2023-01-24,67,31,439.91,105.48,12647.42
2023-07-31,82,91,389.42,453.18,7369.53
2023-05-15,88,15,329.7,356.03,12590.44
2023-02-19,56,23,256.1,311.8,30877.59
2023-03-19,89,85,40.94,329.7,343.01
2023-01-18,30,85,368.68,246.52,9389.78
2023-02-21,35,51,171.66,47.5,16651.16
2023-02-15,10,80,96.95,161.17,910.04
2023-02-08,2,67,61.94,421.87,6775.98
2023-01-05,54,20,474.61,29.53,1495.97
2023-06-13,91,51,371.89,352.73,39486.31
2023-12-08,94,90,248.0,68.65,7577.76
2023-02-18,92,75,23.08,451.53,24192.62
2023-04-13,96,8,358.43,264.59,32010.49
2023-01-04,12,5,132.63,135.97,12132.41
2023-09-14,94,14,322.44,59.93,2978.75
2023-02-28,5,61,17.83,487.82,6471.57
2023-05-04,79,89,143.95,273.14,14540.39
2023-05-08,42,14,130.33,148.7,5557.57
2023-11-18,76,61,443.31,356.31,25897.15
2023-01-08,56,24,483.6,313.1,1518.28
2023-08-08,74,50,221.09,243.03,18470.63
2023-05-07,83,33,124.89,186.58,23443.12
2023-03-18,94,26,77.16,293.6,7690.39
2023-11-06,39,62,144.37,349.51,5537.75
2023-06-02,4,1,42.69,421.74,19895.91
2023-10-08,53,79,367.87,435.86,10041.55
2023-05-17,93,40,299.76,53.56,6951.11
2023-07-17,71,52,441.5,277.73,22444.07
2023-12-31,98,13,417.93,29.49,915.49
2023-03-28,25,6,240.66,90.66,15046.01
2023-09-21,29,81,253.82,424.12,12004.6
2023-08-15,85,96,375.89,341.09,6414.27
2023-10-18,77,11,84.89,400.75,2337.55
2023-06-05,83,93,237.25,311.72,14631.11
2023-09-04,55,1,12.78,221.26,29632.22
2023-06-01,95,38,58.72,52.8,15717.1
2023-11-15,77,6,120.16,333.25,38027.83
2023-04-20,32,7,71.52,15.86,5084.52
2023-07-14,93,85,124.89,382.6,2760.34
2023-02-24,97,69,143.52,43.98,3594.93
2023-12-11,69,11,291.09,432.25,5729.3
2023-08-05,84,27,433.83,137.29,36958.22
2023-12-11,20,62,25.13,414.09,27260.55
2023-05-27,36,80,354.29,172.12,17037.84
2023-01-26,44,97,333.0,422.04,37355.09
2023-06-04,82,94,458.72,114.45,30533.05
2023-02-11,14,38,206.89,428.48,1547.37
2023-04-24,37,94,334.13,323.57,1480.07
2023-09-13,35,49,498.72,317.79,6096.48
2023-05-16,88,71,227.03,171.83,244.51
2023-01-27,26,55,317.54,202.42,353.6
2023-01-26,64,25,57.41,183.09,1705.04
2023-10-26,65,2,222.46,473.34,2424.02
2023-01-04,78,76,439.05,57.5,4107.98
2023-06-06,59,18,417.56,208.81,873.62
2023-11-23,64,46,403.04,111.71,4137.37
2023-04-26,68,53,413.91,498.79,5135.66
2023-09-27,44,85,313.98,299.67,16059.28
2023-04-20,30,57,100.74,480.73,944.53
2023-10-10,78,24,18.48,365.01,14954.68
2023-12-09,6,86,112.4,218.36,5656.64
2023-02-04,41,100,94.27,284.25,4475.9
2023-04-17,80,62,120.29,122.53,4058.3
2023-03-09,66,56,260.68,122.17,26518.63
2023-10-20,12,56,458.64,191.7,6044.31
2023-01-18,6,76,474.85,15.07,8224.07
2023-07-07,16,54,347.02,402.3,132.57
2023-10-20,74,92,60.54,18.11,35808.7
2023-08-15,70,61,54.33,495.68,16815.52
2023-09-26,80,37,361.28,107.87,1665.97
2023-12-01,13,34,61.02,227.8,3750.09
2023-10-27,80,2,453.29,302.55,1000.28
2023-12-01,35,37,447.35,62.85,31091.34
2023-01-07,87,31,173.27,72.62,654.62
2023-12-02,73,50,176.62,314.72,12773.79
2023-10-09,68,86,118.13,216.02,7997.78
2023-08-09,37,59,15.12,135.63,3503.88
2023-03-16,17,11,379.4,440.51,3258.79
2023-03-22,52,28,413.71,232.23,7208.99
2023-02-03,6,73,157.77,78.53,41701.93
2023-04-07,9,13,297.62,193.87,826.15
2023-07-04,4,92,70.17,448.76,856.13
2023-02-25,25,96,455.34,64.75,585.54
2023-06-08,21,27,348.08,81.02,13870.17
2023-02-08,89,57,50.4,94.93,1223.4
2023-12-06,12,11,273.94,346.74,570.59
2023-09-15,19,17,214.34,212.84,41552.68
2023-08-22,65,92,82.91,338.35,11064.3
2023-01-07,44,7,305.01,178.47,1120.02
2023-12-29,87,24,71.12,93.64,7563.96
2023-09-24,56,5,390.93,81.81,3367.34
2023-11-13,98,40,101.05,238.24,9629.97
2023-07-24,84,81,159.85,465.83,19148.38
2023-12-07,27,92,451.84,263.79,2175.04
2023-05-20,44,2,402.21,191.39,5630.12
2023-03-16,51,14,62.05,108.19,6285.47
2023-05-11,3,57,412.25,173.15,2230.21
2023-04-02,7,54,389.56,340.88,9499.38
2023-07-14,71,21,150.39,307.42,2697.55
2023-08-12,66,16,210.92,75.3,3557.34
2023-09-14,28,37,317.56,241.42,25136.79
2023-02-18,7,100,262.31,136.64,7163.58
2023-04-30,90,34,426.74,454.36,3543.26
2023-07-02,59,72,262.12,257.87,14376.44
2023-04-22,24,24,195.85,376.57,2707.67
2023-03-09,39,29,142.74,304.61,312.45
2023-03-26,53,2,35.85,58.94,25208.59
2023-06-22,22,24,90.87,390.68,2630.07
2023-05-22,7,60,399.36,250.65,9474.89
2023-09-20,94,20,269.17,381.6,34148.54
2023-03-02,9,70,175.5,80.79,22019.85
2023-05-25,32,18,312.64,352.69,16747.1
2023-11-20,27,90,337.29,407.36,3850.44
2023-09-26,45,87,242.13,69.02,12416.41
2023-06-13,64,37,416.71,284.91,36779.69
2023-04-26,100,99,361.81,316.54,40751.64
2023-05-31,37,7,130.6,237.47,21938.23
2023-03-26,8,80,340.17,70.51,18400.9
2023-02-27,40,4,183.2,265.64,36621.38
2023-08-30,76,34,279.48,249.05,9119.86
2023-11-14,62,41,263.91,177.21,40998.73
2023-02-27,91,6,106.46,499.17,22183.1
2023-04-11,87,52,133.17,325.04,39157.24
2023-05-12,28,100,189.88,292.82,1394.86
2023-04-28,13,97,307.85,42.5,33328.53
2023-06-05,46,34,90.76,142.9,9219.64
2023-10-27,86,11,480.74,417.49,23486.97
2023-01-24,70,20,439.14,66.27,6193.12
2023-08-30,28,31,423.14,395.69,8171.31
2023-05-15,49,27,263.62,202.14,24608.89
2023-04-24,93,93,25.41,478.73,32172.56
2023-08-06,68,37,173.3,352.55,16617.96
2023-07-06,4,34,90.84,299.66,20870.53
2023-10-06,67,98,336.31,450.22,6247.11
2023-01-23,95,60,443.96,213.75,9440.67
2023-07-01,29,78,440.91,149.38,23974.17
2023-11-17,94,41,191.35,165.8,5275.44
2023-09-27,28,29,408.55,184.13,745.45
2023-03-15,3,84,345.52,126.8,15148.37
2023-02-25,45,4,485.94,256.1,9551.38
2023-07-17,95,15,191.8,112.44,6532.84
2023-11-13,90,66,314.24,85.6,9185.56
2023-05-15,13,95,34.35,449.28,1432.19
2023-01-15,84,25,339.07,347.89,897.99
2023-11-07,20,21,238.76,483.49,10464.09
2023-09-09,81,57,337.6,154.55,16230.8
2023-09-29,24,43,293.32,13.88,574.31
2023-03-24,59,25,196.37,326.63,5569.45
2023-01-23,35,2,212.83,340.7,3562.34
2023-02-23,82,14,15.14,442.9,2923.68
2023-11-21,47,95,167.77,30.8,4265.2
2023-10-03,15,59,363.57,57.02,2975.74
2023-12-31,20,6,278.3,151.19,35716.56
2023-02-28,27,98,33.18,341.38,14462.21
2023-03-04,99,100,108.29,37.7,779.39
2023-10-08,98,4,48.76,314.58,5241.78
2023-05-09,14,70,492.94,132.08,21278.55
2023-09-02,73,97,443.04,220.39,3281.56
2023-11-22,58,99,374.05,141.73,43442.22
2023-12-05,9,98,192.95,116.02,2058.41
2023-10-05,50,6,119.98,241.98,1665.26
2023-05-22,36,38,307.2,187.2,32561.2
2023-12-17,98,49,476.41,297.04,1444.83
2023-04-17,45,24,453.24,323.61,6098.21
2023-11-10,27,12,112.36,436.4,46109.46
2023-04-08,81,36,422.0,25.84,10447.5
2023-07-31,58,25,333.44,58.2,20612.95
2023-06-01,69,99,422.92,410.04,11432.94
2023-05-10,31,53,371.14,232.1,964.97
2023-11-12,33,98,379.25,116.43,25187.08
2023-04-28,13,88,320.89,285.8,7493.29
2023-02-05,40,64,189.54,52.14,40271.62
2023-06-17,77,42,132.68,418.31,15421.05
2023-05-14,76,64,79.76,142.2,1902.17
2023-04-15,19,11,373.58,14.67,2332.76
2023-02-11,100,31,278.17,216.57,6031.17
2023-01-19,45,39,27.53,388.64,31693.02
2023-10-12,50,50,326.28,149.15,25140.79
2023-05-24,33,50,202.99,201.28,32206.66
2023-11-16,68,31,99.89,444.58,1532.61
2023-03-12,75,29,199.24,285.22,2149.72
2023-01-31,21,5,462.97,334.19,2852.31
2023-11-16,55,37,459.19,412.01,12790.69
2023-11-14,97,96,266.2,156.11,22735.96
2023-01-14,7,24,199.69,453.33,1887.15
2023-05-16,22,24,204.19,123.23,1744.21
2023-12-12,47,19,164.31,273.3,1038.62
2023-10-16,98,51,58.6,256.05,8184.14
2023-03-06,69,39,258.23,343.98,30447.97
2023-07-21,63,12,381.34,237.38,2186.66
2023-05-18,9,2,342.45,323.95,22208.16
2023-03-24,61,94,79.56,55.01,10119.13
2023-06-06,34,96,112.44,312.6,3209.85
2023-08-23,93,80,285.67,428.52,17393.19
2023-01-22,29,25,40.59,469.62,7926.21
2023-10-23,20,24,153.38,232.02,29003.3
2023-01-02,71,87,402.18,174.23,6556.52
2023-07-05,14,23,231.67,188.22,22443.92
2023-10-18,53,46,431.88,101.68,4905.68
2023-07-18,39,44,83.91,312.57,19653.5
2023-01-18,8,15,207.62,153.47,26899.31
2023-08-25,3,59,440.98,124.1,32592.08
2023-05-16,39,82,122.15,367.84,22874.0
2023-10-02,76,5,26.21,417.82,373.25
2023-07-02,43,85,126.04,46.32,8200.97
2023-04-09,46,77,355.43,25.56,38386.68
2023-09-24,10,43,472.7,433.84,10247.33
2023-08-24,91,9,442.04,349.35,150.04
2023-01-05,72,93,423.86,279.45,21835.25
2023-05-01,50,44,352.37,147.33,18451.74
2023-06-16,4,28,73.46,480.24,14533.11
2023-05-06,35,10,411.78,161.33,25193.42
2023-03-14,51,83,493.41,197.09,3863.69
2023-04-04,76,3,424.54,32.05,607.67
2023-08-11,75,21,305.86,460.09,4241.61
2023-07-04,53,72,418.31,145.85,34964.14
2023-12-13,43,18,321.7,338.19,39391.52
2023-06-19,40,52,122.8,240.17,21176.64
2023-03-21,93,14,100.17,117.34,9345.43
2023-11-19,12,62,177.76,208.73,20542.58
2023-06-22,18,87,83.05,458.58,3503.58
2023-09-11,79,15,454.44,155.51,26181.34
2023-06-30,2,53,414.37,76.03,9822.95
2023-03-10,100,61,298.79,99.19,41726.69
2023-03-18,3,31,348.82,39.74,4928.94
2023-03-19,25,100,144.31,118.76,20133.59
2023-03-06,83,15,260.93,180.86,9853.29
2023-11-29,97,8,444.24,171.07,28746.84
2023-10-03,3,15,300.96,77.77,7586.88
2023-07-24,61,62,247.83,144.11,11682.0
2023-12-05,29,75,471.52,129.95,11392.98
2023-09-04,15,59,309.83,153.87,2450.74
2023-02-09,81,95,124.2,296.01,6306.73
2023-10-07,47,49,446.74,349.74,12632.66
2023-10-27,39,35,105.07,77.31,25884.7
2023-01-30,59,5,78.06,25.87,10777.29
2023-04-13,13,6,145.11,440.8,37914.14
2023-05-21,63,9,16.15,403.49,29192.34
2023-09-20,5,28,164.31,425.81,3946.61
2023-03-25,100,68,153.79,179.87,3589.95
2023-04-08,96,93,222.0,166.85,17612.0
2023-01-29,47,5,47.52,497.53,23382.8
2023-08-03,14,40,190.14,344.15,5843.41
2023-03-11,22,36,149.77,104.36,3534.1
2023-07-09,20,65,433.99,299.11,111.08
2023-07-19,47,33,421.84,120.76,4658.36
2023-04-09,60,12,121.1,369.13,33186.97
2023-03-21,89,65,213.76,33.43,14453.6
2023-08-18,16,25,400.89,107.11,28156.55
2023-12-16,91,19,353.91,277.21,7847.82
2023-02-14,92,1,270.61,414.51,4845.09
2023-07-05,91,89,414.04,72.86,17861.12
2023-06-03,14,89,264.52,134.37,26623.05
2023-02-27,39,76,130.66,493.06,21502.25
2023-03-22,87,60,189.62,158.68,14382.18
2023-10-02,51,35,159.35,83.91,1686.17
2023-07-12,9,73,407.27,49.24,28820.72
2023-06-12,75,49,482.56,431.35,11896.55
2023-06-15,33,94,402.39,469.3,16705.55
2023-10-27,14,22,283.16,392.48,27932.84
2023-03-31,64,92,472.7,475.11,3639.16
2023-08-24,84,26,174.01,489.79,28203.18
2023-07-03,61,45,145.33,316.89,24429.19
2023-11-05,19,72,208.76,79.26,6041.63
2023-09-17,86,9,201.83,136.64,4931.37
2023-02-01,62,28,454.84,74.32,30303.51
2023-07-05,77,34,233.27,244.37,38624.85
2023-03-22,21,42,221.89,129.8,2826.89
2023-04-07,55,56,128.27,486.53,5064.33
2023-09-24,8,82,404.58,215.5,18874.15
2023-02-09,34,48,220.02,163.24,2953.69
2023-05-05,70,95,417.01,456.87,216.39
2023-03-16,68,67,475.84,134.61,33336.61
2023-02-17,99,84,464.62,87.18,3281.02
2023-06-16,63,83,48.12,73.71,45078.03
2023-12-21,38,35,471.5,302.44,638.09
2023-07-28,39,86,428.9,450.6,31596.45
2023-06-02,32,98,382.31,292.85,2655.77
2023-03-03,29,59,195.0,14.09,17599.79
2023-03-04,53,23,459.03,454.53,15068.42
2023-02-02,34,40,84.09,48.24,25400.23
2023-06-12,51,4,305.03,29.67,20131.54
2023-09-05,38,68,201.46,186.74,8662.38
2023-05-02,76,93,282.81,332.58,26976.16
2023-05-10,55,90,388.95,446.66,15337.62
2023-02-28,86,80,276.1,121.36,8506.58
2023-01-06,13,42,165.7,67.73,770.93
2023-03-07,54,74,464.18,180.66,8963.47
2023-12-14,22,45,97.28,486.71,1097.49
2023-07-02,88,75,318.11,93.27,1111.5
2023-10-08,24,53,462.23,397.55,10425.85
2023-08-28,1,38,147.62,128.52,17646.69
2023-01-13,86,60,331.9,377.34,8772.12
2023-07-06,40,1,310.24,339.51,18261.82
2023-10-03,6,84,29.41,184.92,3539.77
2023-11-13,4,82,403.71,288.98,10536.31
2023-06-23,26,41,472.52,479.33,7363.72
2023-07-30,34,67,203.15,101.4,19001.29
2023-06-15,85,68,212.69,320.65,1857.82
2023-01-23,6,54,314.71,38.84,14498.45
2023-10-04,88,61,107.57,489.83,2324.17
2023-12-11,19,89,187.47,406.32,9510.06
2023-04-23,82,21,348.9,217.8,12405.07
2023-09-13,64,58,295.41,390.31,13478.33
2023-10-17,89,62,26.03,18.19,16027.46
2023-05-14,47,13,85.96,144.82,1511.47
2023-09-04,49,71,426.82,114.39,2121.55
2023-10-10,73,66,217.57,147.22,31170.24
2023-11-23,3,99,64.01,485.24,16324.88
2023-11-23,87,80,261.64,481.84,29112.21
2023-12-26,93,67,143.42,167.5,26713.46
2023-09-30,15,54,399.41,183.54,8279.96
2023-05-18,91,37,189.0,66.4,20969.55
2023-09-06,35,57,363.82,435.23,27027.35
2023-01-15,98,79,102.67,167.79,6528.62
2023-04-27,59,1,411.32,424.14,26963.34
2023-03-15,90,12,163.41,10.14,46595.77
2023-04-08,25,49,275.77,159.24,1115.71
2023-09-01,67,88,47.81,97.94,1999.71
2023-11-03,75,47,279.55,152.91,15003.38
2023-11-25,17,23,127.53,436.57,8298.07
2023-03-13,49,86,240.99,249.03,1413.63
2023-01-09,97,98,191.32,164.79,3887.18
2023-03-01,56,56,187.63,420.28,3381.16
2023-07-21,97,93,434.51,233.92,40420.03
2023-06-30,82,52,256.05,278.8,20688.94
2023-09-12,86,90,219.2,196.28,1235.91
2023-01-19,8,25,66.71,264.39,15513.86
2023-11-29,6,78,62.1,99.88,9915.97
2023-02-24,95,39,469.81,185.42,485.07
2023-10-14,75,63,143.0,106.97,4089.09
2023-07-14,23,81,260.99,63.94,1539.24
2023-01-17,85,53,243.52,480.49,9739.64
2023-01-16,91,56,356.07,212.12,6284.33
2023-11-28,6,66,495.48,146.8,4722.07
2023-07-31,31,45,314.35,316.31,3042.77
2023-04-11,58,47,128.29,97.18,29034.05
2023-05-26,7,32,338.4,208.05,5143.15
2023-04-03,5,37,400.89,499.53,4352.13
2023-10-16,98,51,379.05,421.01,16764.39
2023-07-05,93,37,308.9,370.15,6585.94
2023-08-12,73,81,237.73,377.74,8487.58
2023-04-27,40,6,103.26,427.98,149.66
2023-01-12,63,88,149.44,359.59,1885.08
2023-10-16,98,47,381.69,432.71,3607.32
2023-11-19,63,3,316.86,161.51,8498.23
2023-03-04,76,76,346.52,338.31,2947.91
2023-10-09,28,86,259.05,295.01,7698.56
2023-10-01,85,45,51.12,247.09,5044.25
2023-07-30,51,55,379.48,133.65,19973.86
2023-07-05,52,37,136.5,170.32,7482.23
2023-07-07,87,6,363.21,227.49,2348.26
2023-10-07,75,98,295.28,424.25,30903.85
2023-08-14,8,95,83.91,196.81,18244.1
2023-02-01,2,4,372.06,316.58,265.12
2023-01-23,88,64,138.1,227.02,4732.86
2023-10-21,64,32,486.89,33.18,12115.46
2023-01-21,98,72,270.17,141.81,210.45
2023-09-20,98,23,78.4,54.77,11571.69
2023-02-25,49,16,180.19,191.76,6927.57
2023-06-04,35,75,140.05,304.18,17125.78
2023-03-11,33,94,206.82,169.95,18123.17
2023-07-09,48,7,368.5,203.14,433.45
2023-03-11,37,83,172.97,381.26,5769.06
2023-03-22,2,50,420.73,167.49,15116.28
2023-12-28,93,59,239.24,91.32,14091.24
2023-05-02,55,36,127.08,195.57,23287.87
2023-06-24,29,16,282.38,317.92,15163.97
2023-08-09,17,23,298.33,429.15,28900.67
2023-08-08,71,95,23.95,409.92,39.58
2023-09-11,91,94,112.74,217.3,23981.11
2023-03-15,72,39,430.53,435.66,10722.56
2023-11-16,8,6,178.46,215.43,1915.99
2023-02-23,82,49,334.75,468.17,9392.34
2023-09-01,62,61,22.4,271.22,4985.53
2023-10-28,81,7,461.36,450.03,4052.52
2023-12-19,86,57,192.66,101.73,4035.14
2023-02-03,32,73,154.1,475.12,6534.34
2023-05-06,84,40,33.08,35.42,14649.12
2023-10-27,53,98,346.44,125.76,13574.32
2023-02-21,74,29,450.12,59.62,9781.45
2023-01-09,27,14,97.57,475.63,23470.87
2023-11-12,81,42,150.56,276.53,6715.36
2023-10-30,31,79,45.06,436.64,12324.3
2023-05-28,17,43,294.53,236.01,9838.74
2023-01-25,77,37,157.87,334.42,31829.07
2023-05-06,37,19,163.67,50.84,81.14
2023-01-15,34,25,38.43,384.62,21601.73
2023-10-11,30,64,460.38,125.42,13886.77
2023-01-04,97,16,213.38,267.24,11406.43
2023-11-21,93,92,19.5,72.48,693.46
2023-08-26,67,70,417.5,451.27,10599.17
2023-12-18,8,81,101.82,325.44,482.49
2023-07-06,64,84,138.92,219.62,42417.13
2023-10-10,58,77,248.7,47.79,21292.09
2023-07-13,74,19,276.7,481.51,16442.11
2023-02-20,41,13,169.05,26.93,3130.26
2023-09-02,93,90,330.73,374.33,34198.34
2023-07-29,9,80,58.94,328.88,22686.73
2023-12-23,17,50,407.21,285.04,2618.28
2023-08-27,75,61,290.4,379.49,6483.55
2023-01-23,6,87,265.78,177.08,14841.67
2023-05-18,57,15,125.38,182.24,4132.6
2023-10-30,85,61,463.9,473.64,6833.64
2023-03-12,42,21,463.82,321.06,2573.97
2023-10-16,11,40,58.68,93.81,35345.64
2023-04-10,83,68,349.66,274.66,6448.13
2023-05-02,57,93,254.77,203.17,707.21
2023-12-03,96,82,44.83,161.81,2671.96
2023-10-19,8,69,120.06,446.28,16677.45
2023-08-02,22,46,312.66,68.61,10197.56
2023-03-13,63,19,416.16,86.87,624.23
2023-11-14,44,85,224.99,309.85,18363.29
2023-09-13,79,8,83.67,334.46,26645.09
2023-08-14,53,20,54.66,481.6,3033.46
2023-11-11,9,68,166.7,210.41,1065.41
2023-12-25,22,20,32.62,367.57,385.7
2023-01-22,44,47,318.55,327.17,22062.88
2023-02-08,32,45,239.1,55.82,23521.54
2023-08-21,43,12,247.22,184.76,5945.82
2023-02-10,11,11,442.88,169.6,837.18
2023-03-05,64,25,217.06,392.01,29923.22
2023-10-16,25,70,159.07,455.52,589.62
2023-01-27,20,54,495.22,461.83,21652.8
2023-05-29,67,24,271.65,123.85,12995.13
2023-05-06,49,69,148.22,372.6,636.91
2023-10-12,33,19,32.52,306.29,5450.22
2023-03-08,70,43,215.15,443.62,507.49
2023-08-02,37,96,206.79,51.05,27583.64
2023-10-13,68,17,449.2,69.43,10947.06
2023-02-17,16,85,236.44,211.67,16249.23
2023-01-06,90,16,491.45,195.77,12304.13
2023-05-05,21,18,339.8,49.89,6383.58
2023-09-27,17,67,477.17,344.68,2263.67
2023-02-03,92,87,89.87,266.5,8417.43
2023-01-12,14,16,436.89,267.08,13184.82
2023-11-11,47,11,66.78,38.87,32300.53
2023-09-06,39,93,205.49,365.97,4143.55
2023-05-17,56,49,395.0,28.5,534.42
2023-10-16,42,74,426.95,178.15,9770.48
2023-07-29,88,48,475.99,188.62,11048.9
2023-08-02,49,28,134.9,223.33,7094.48
2023-07-10,61,72,87.46,173.16,25958.96
2023-03-20,41,15,192.75,100.97,9066.24
2023-12-18,82,6,32.48,105.95,27610.42
2023-11-02,66,26,118.06,42.84,18952.66
2023-02-08,37,55,483.27,488.95,2867.37
2023-11-08,28,26,64.3,99.22,9741.68
2023-12-26,58,28,482.01,242.53,1462.19
2023-09-02,97,47,128.9,461.93,36236.66
2023-12-31,39,43,269.17,461.38,19498.4
2023-05-06,37,69,425.14,48.12,30751.08
2023-06-28,97,97,447.86,214.94,2039.98
2023-03-17,41,67,230.74,335.26,6897.07
2023-05-15,36,33,228.29,369.29,2031.79
2023-04-10,57,3,172.51,474.91,3296.3
2023-06-05,99,58,460.36,441.73,729.61
2023-03-17,3,72,47.91,426.73,16344.78
2023-05-21,42,22,221.34,119.76,20536.71
2023-08-25,36,77,435.41,373.11,5224.32
2023-05-11,86,54,174.93,379.91,2002.16
2023-10-22,5,23,42.06,11.18,5848.01
2023-02-08,56,41,339.87,335.1,15416.44
2023-12-18,32,32,495.01,491.74,22702.67
2023-03-15,23,35,482.87,438.11,11891.79
2023-07-01,13,97,337.01,143.14,7928.63
2023-09-05,34,30,490.88,101.42,12590.04
2023-02-09,33,37,348.98,273.85,7052.86
2023-12-30,25,54,391.05,302.32,293.14
2023-12-20,25,86,126.9,181.42,17221.12
2023-03-07,33,83,380.45,308.56,43450.09
2023-05-17,64,23,409.07,353.29,5827.54
2023-07-20,96,27,133.88,340.09,19977.6
2023-09-13,94,92,466.51,29.02,948.59
2023-02-10,58,46,312.41,84.51,2259.25
2023-12-23,43,72,23.07,261.0,26976.23
2023-01-31,42,45,22.18,35.78,1091.22
2023-09-08,35,54,412.97,275.46,21209.75
2023-06-13,57,53,389.01,41.0,25788.35
2023-02-13,78,13,429.31,210.69,1627.83
2023-09-22,63,27,179.29,163.96,15355.84
2023-03-07,17,13,366.56,22.95,19780.95
2023-08-02,8,96,56.43,14.89,3353.3
2023-10-16,18,71,454.62,337.34,15044.15
2023-09-18,97,70,186.1,279.8,10953.25
2023-03-17,75,49,103.61,235.61,4187.58
2023-11-19,49,34,156.88,130.64,47752.12
2023-05-22,7,66,313.22,312.21,6100.88
2023-09-07,57,11,198.98,118.68,25197.07
2023-08-19,88,90,421.72,257.53,4465.69
2023-10-30,55,98,361.72,57.81,10631.71
2023-08-27,27,100,258.1,239.97,31599.89
2023-10-03,79,12,120.33,442.61,461.9
2023-03-05,28,84,374.79,23.08,12274.92
2023-08-07,64,46,411.11,123.54,7186.4
2023-02-23,65,25,374.09,158.15,18184.55
2023-08-16,60,13,41.05,351.09,724.52
2023-03-12,16,92,42.83,195.53,30332.4
2023-12-27,33,5,113.48,144.0,1229.14
2023-11-07,98,48,170.85,480.76,4226.06
2023-03-08,95,52,411.28,110.99,18446.8
2023-10-05,44,71,156.39,252.51,11701.25
2023-07-16,51,26,70.6,114.69,32882.42
2023-10-16,52,89,69.77,163.28,3603.07
